Geneid	0_R1	0_R2	10_R1	10_R2	35_R1	35_R2	Entity	Symbol	mean_counts
gene-PA2927	9	4	0	0	4	0	host	gene-PA2927	2.8333333333333335
gene-PA1312	7	3	0	0	1	2	host	gene-PA1312	2.1666666666666665
gene-PA4635a	4	0	0	0	0	0	host	gene-PA4635a	0.6666666666666666
gene-PA3690	15	18	1	1	0	0	host	gene-PA3690	5.833333333333333
gene-PA4052	7	13	1	1	2	2	host	nusB	4.333333333333333
gene-PA2089	14	8	0	0	1	3	host	gene-PA2089	4.333333333333333
gene-PA4879	28	15	8	7	30	34	host	gene-PA4879	20.333333333333332
gene-PA2941	2	4	0	0	0	0	host	gene-PA2941	1.0
gene-PA3255	5	1	0	0	0	0	host	gene-PA3255	1.0
gene-PA3243	9	11	3	3	5	6	host	minC	6.166666666666667
gene-PA1103	7	24	1	2	2	0	host	gene-PA1103	6.0
gene-PA4201	9	14	0	0	7	5	host	ddlA	5.833333333333333
gene-PA1065	3	2	0	0	1	0	host	gene-PA1065	1.0
gene-PA3419	10	7	0	0	0	0	host	gene-PA3419	2.8333333333333335
gene-PA5345	18	47	6	7	4	4	host	recG	14.333333333333334
gene-PA4843	28	30	0	1	2	2	host	gene-PA4843	10.5
gene-PA1911	6	0	0	0	0	0	host	femR	1.0
gene-PHIKZ058	0	0	6115	5992	3296	3233	phage	gene-PHIKZ058	3106.0
gene-PA3052	5	3	2	2	0	0	host	gene-PA3052	2.0
gene-PA4171	5	7	0	0	0	2	host	gene-PA4171	2.3333333333333335
gene-PA3508	6	8	1	0	0	1	host	gene-PA3508	2.6666666666666665
gene-PA0950	3	13	0	0	0	0	host	gene-PA0950	2.6666666666666665
gene-PA4092	8	2	0	0	0	0	host	hpaC	1.6666666666666667
gene-PA0994	19	12	3	2	3	2	host	cupC3	6.833333333333333
gene-PA3302	8	2	1	1	1	1	host	gene-PA3302	2.3333333333333335
gene-PA3424	12	4	0	0	1	1	host	gene-PA3424	3.0
gene-PA0583	4	3	1	1	0	2	host	gene-PA0583	1.8333333333333333
gene-PA0723	5	7	5	4	444	407	host	coaB	145.33333333333334
gene-PA3271	31	21	1	0	1	3	host	gene-PA3271	9.5
gene-PA2095	3	2	0	0	0	1	host	gene-PA2095	1.0
gene-PA3122	4	7	0	0	0	1	host	gene-PA3122	2.0
gene-PA3195	10	11	3	1	1	2	host	gapA	4.666666666666667
gene-PA3494	8	9	2	2	0	0	host	gene-PA3494	3.5
gene-PA3872	6	1	0	0	1	2	host	narI	1.6666666666666667
gene-PA3614	13	8	0	1	0	1	host	gene-PA3614	3.8333333333333335
gene-PA0089	13	7	0	0	2	0	host	gene-PA0089	3.6666666666666665
gene-PA3016	2	5	1	0	0	0	host	gene-PA3016	1.3333333333333333
gene-PA4500	26	16	202	197	168	148	host	gene-PA4500	126.16666666666667
gene-PA2931	3	8	0	0	0	0	host	cifR	1.8333333333333333
gene-PA2710	1	2	0	0	1	0	host	gene-PA2710	0.6666666666666666
gene-PA4174	7	4	1	1	4	1	host	gene-PA4174	3.0
gene-PHIKZ287	1	0	1280	1249	2175	2102	phage	gene-PHIKZ287	1134.5
gene-PA5145	10	5	1	6	5	10	host	gene-PA5145	6.166666666666667
gene-PA3299	21	40	56	45	82	83	host	fadD1	54.5
gene-PA2259	3	1	0	0	0	1	host	ptxS	0.8333333333333334
gene-PA3191	5	4	0	0	0	0	host	gene-PA3191	1.5
gene-PA1621	1	1	1	0	1	1	host	gene-PA1621	0.8333333333333334
gene-PA0731	5	4	0	1	2	2	host	gene-PA0731	2.3333333333333335
gene-PA3579	18	37	1	0	0	0	host	gene-PA3579	9.333333333333334
gene-PA4272.1	25	170	186	199	138	142	host	gene-PA4272.1	143.33333333333334
gene-PA4210	4	0	0	0	1	1	host	phzA1	1.0
gene-PA2988	10	36	1	1	2	5	host	gene-PA2988	9.166666666666666
gene-PA4453	33	48	18	13	17	13	host	gene-PA4453	23.666666666666668
gene-PA0772	2	12	0	0	0	0	host	recO	2.3333333333333335
gene-PA0778	4	5	3	2	0	6	host	icp	3.3333333333333335
gene-PA4844	24	10	3	3	2	1	host	gene-PA4844	7.166666666666667
gene-PA1205	7	4	0	1	0	1	host	gene-PA1205	2.1666666666666665
gene-PA3307	8	7	0	0	1	2	host	gene-PA3307	3.0
gene-PA1005	6	10	1	1	3	1	host	gene-PA1005	3.6666666666666665
gene-PA1704	2	7	0	0	0	0	host	pcrR	1.5
gene-PA1401	5	2	0	0	0	0	host	gene-PA1401	1.1666666666666667
gene-PA1387	5	4	2	6	7	4	host	gene-PA1387	4.666666666666667
gene-PA3120	4	5	1	0	0	0	host	leuD	1.6666666666666667
gene-PA0386	21	14	0	0	0	0	host	gene-PA0386	5.833333333333333
gene-PA4152	12	4	0	0	0	0	host	gene-PA4152	2.6666666666666665
gene-PA1038	7	1	0	0	1	1	host	gene-PA1038	1.6666666666666667
gene-PA2835	9	8	0	0	2	4	host	gene-PA2835	3.8333333333333335
gene-PA0758	7	18	0	0	0	1	host	gene-PA0758	4.333333333333333
gene-PA1836	2	6	1	0	1	2	host	gene-PA1836	2.0
gene-PA1270	14	2	0	0	0	2	host	gene-PA1270	3.0
gene-PHIKZ066	3	0	401	369	8771	8465	phage	gene-PHIKZ066	3001.5
gene-PA3564	3	1	0	0	0	0	host	gene-PA3564	0.6666666666666666
gene-PA4436	12	4	1	1	1	1	host	gene-PA4436	3.3333333333333335
gene-PA1511	23	13	2	2	5	7	host	gene-PA1511	8.666666666666666
gene-PA0086	8	4	0	1	0	0	host	gene-PA0086	2.1666666666666665
gene-PA2454	5	5	0	2	0	1	host	gene-PA2454	2.1666666666666665
gene-PHIKZ112	0	0	1625	1622	1864	1880	phage	gene-PHIKZ112	1165.1666666666667
gene-PA3235	1	12	0	0	0	1	host	gene-PA3235	2.3333333333333335
gene-PA2122	13	1	0	0	2	1	host	gene-PA2122	2.8333333333333335
gene-PA4930	8	7	0	0	0	0	host	alr	2.5
gene-PA3129	6	23	0	0	0	0	host	gene-PA3129	4.833333333333333
gene-PA4432	98	568	53	55	38	40	host	rpsI	142.0
gene-PA1106	5	5	0	0	0	0	host	gene-PA1106	1.6666666666666667
gene-PA2312	3	1	0	1	0	0	host	gene-PA2312	0.8333333333333334
gene-PA4849	4	5	0	0	0	0	host	gene-PA4849	1.5
gene-PA4215	8	1	0	0	0	0	host	phzF1	1.5
gene-PA1754	12	14	10	12	5	4	host	cysB	9.5
gene-PA4370	18	16	14	7	2	3	host	icmP	10.0
gene-PA2642	16	62	18	14	5	4	host	nuoG	19.833333333333332
gene-PA2127	5	5	0	0	2	0	host	gene-PA2127	2.0
gene-PA3477	8	13	2	1	1	0	host	rhlR	4.166666666666667
gene-PA0506	15	15	0	0	1	0	host	gene-PA0506	5.166666666666667
gene-PA5090	24	9	0	0	0	0	host	gene-PA5090	5.5
gene-PA0186	10	2	1	0	0	0	host	gene-PA0186	2.1666666666666665
gene-PA4390	12	24	3	1	5	2	host	gene-PA4390	7.833333333333333
gene-PA5185	1	9	3	4	0	0	host	gene-PA5185	2.8333333333333335
gene-PA4770	18	22	4	4	3	3	host	lldP	9.0
gene-PA2528	15	4	3	2	8	11	host	gene-PA2528	7.166666666666667
gene-PA0594	20	62	8	8	6	3	host	surA	17.833333333333332
gene-PA4881	6	4	2	4	2	2	host	gene-PA4881	3.3333333333333335
gene-PA0339	9	1	2	2	3	2	host	gene-PA0339	3.1666666666666665
gene-PA1485	10	1	0	0	0	0	host	gene-PA1485	1.8333333333333333
gene-PA4556	9	8	39	34	10	15	host	pilE	19.166666666666668
gene-PA1341	7	4	2	2	1	0	host	gene-PA1341	2.6666666666666665
gene-PA4404	4	26	0	0	4	4	host	gene-PA4404	6.333333333333333
gene-PA1155	22	83	18	13	7	10	host	nrdB	25.5
gene-PHIKZ011	0	0	1373	1454	1532	1542	phage	gene-PHIKZ011	983.5
gene-PA1328	6	1	1	0	1	0	host	gene-PA1328	1.5
gene-PA3640	53	156	14	13	23	18	host	dnaE	46.166666666666664
gene-PA1359	6	3	0	0	0	0	host	gene-PA1359	1.5
gene-PA1698	5	34	1	0	0	0	host	popN	6.666666666666667
gene-PA2421	8	0	2	3	3	10	host	gene-PA2421	4.333333333333333
gene-PA2511	4	5	0	0	2	2	host	gene-PA2511	2.1666666666666665
gene-PA4804	13	17	1	1	1	0	host	gene-PA4804	5.5
gene-PA2072	12	5	0	0	5	0	host	gene-PA2072	3.6666666666666665
gene-PA4132	14	12	4	2	5	4	host	gene-PA4132	6.833333333333333
gene-PA3173	6	2	4	5	3	4	host	gene-PA3173	4.0
gene-PA5321	15	12	0	1	0	2	host	dut	5.0
gene-PA3380	6	2	0	0	0	0	host	gene-PA3380	1.3333333333333333
gene-PA2175	3	3	0	0	1	0	host	gene-PA2175	1.1666666666666667
gene-PA4129	10	6	0	0	0	0	host	gene-PA4129	2.6666666666666665
gene-PA1914	4	5	0	0	0	2	host	gene-PA1914	1.8333333333333333
gene-PA3829	3	2	2	0	1	0	host	gene-PA3829	1.3333333333333333
gene-PA0219	24	4	0	1	0	0	host	gene-PA0219	4.833333333333333
gene-PA0675	3	2	59	76	85	124	host	vreI	58.166666666666664
gene-PA2193	0	2	0	0	0	0	host	hcnA	0.3333333333333333
gene-PA1833a	7	2	1	0	0	0	host	gene-PA1833a	1.6666666666666667
gene-PA2129	6	3	0	0	0	0	host	cupA2	1.5
gene-PA4965	7	10	4	2	2	1	host	gene-PA4965	4.333333333333333
gene-PA3689	3	4	0	0	2	1	host	gene-PA3689	1.6666666666666667
gene-PA4179	19	7	0	0	1	0	host	gene-PA4179	4.5
gene-PA4512	14	15	21	21	20	22	host	lpxO1	18.833333333333332
gene-PA2254	3	1	0	0	0	0	host	pvcA	0.6666666666666666
gene-PA2279	3	3	0	0	0	0	host	arsC	1.0
gene-PA0037	10	3	0	0	0	0	host	trpI	2.1666666666666665
gene-PHIKZ215	1	0	1469	1649	3400	3071	phage	gene-PHIKZ215	1598.3333333333333
gene-PA1064	3	17	0	0	2	2	host	gene-PA1064	4.0
gene-PA2101	6	5	16	12	9	9	host	gene-PA2101	9.5
gene-PA4103	18	12	0	0	1	1	host	gene-PA4103	5.333333333333333
gene-PA0290	22	10	0	1	0	0	host	gene-PA0290	5.5
gene-PA1933	18	21	2	3	1	2	host	gene-PA1933	7.833333333333333
gene-PA4050	8	13	0	0	0	1	host	pgpA	3.6666666666666665
gene-PA3270	5	6	0	0	0	0	host	gene-PA3270	1.8333333333333333
gene-PA0792	18	5	2	1	4	2	host	prpD	5.333333333333333
gene-PA3404	11	2	1	4	3	3	host	gene-PA3404	4.0
gene-PA1952	4	2	0	0	0	0	host	gene-PA1952	1.0
gene-PA0358	9	7	1	0	0	0	host	gene-PA0358	2.8333333333333335
gene-PA3639	14	44	184	164	222	207	host	accA	139.16666666666666
gene-PA3452	19	48	0	2	4	2	host	mqoA	12.5
gene-PA2960	12	29	0	0	3	3	host	pilZ	7.833333333333333
gene-PA0519	26	9	5	5	5	4	host	nirS	9.0
gene-PA1891	1	0	5	7	0	6	host	gene-PA1891	3.1666666666666665
gene-PA4553	6	7	0	2	1	1	host	pilX	2.8333333333333335
gene-PA1261	4	2	0	0	1	0	host	gene-PA1261	1.1666666666666667
gene-PA4348	8	4	0	1	5	4	host	gene-PA4348	3.6666666666666665
gene-PA1589	10	136	23	18	16	7	host	sucD	35.0
gene-PA0734	2	2	1	0	0	0	host	gene-PA0734	0.8333333333333334
gene-PA2080	6	6	0	0	3	5	host	kynU	3.3333333333333335
gene-PA2568	4	3	1	1	1	0	host	gene-PA2568	1.6666666666666667
gene-PA3840	4	10	1	1	2	1	host	gene-PA3840	3.1666666666666665
gene-PA1146	8	3	0	0	1	0	host	gene-PA1146	2.0
gene-PA5447	23	9	2	1	9	7	host	wbpZ	8.5
gene-PA2152	19	14	2	2	0	3	host	gene-PA2152	6.666666666666667
gene-PA1177	1	3	0	0	0	0	host	napE	0.6666666666666666
gene-PA2124	4	2	7	2	3	1	host	gene-PA2124	3.1666666666666665
gene-PA3265	1	1	0	2	0	0	host	gene-PA3265	0.6666666666666666
gene-PA4018	0	5	0	0	0	0	host	gene-PA4018	0.8333333333333334
gene-PA0193	10	4	0	0	0	0	host	gene-PA0193	2.3333333333333335
gene-PA1950	6	3	1	0	0	1	host	rbsK	1.8333333333333333
gene-PA0691	4	1	1	1	2	0	host	gene-PA0691	1.5
gene-PA0366	14	8	3	0	4	2	host	gene-PA0366	5.166666666666667
gene-PA3733a	6	6	0	1	2	3	host	gene-PA3733a	3.0
gene-PA5429	42	133	25	20	42	31	host	aspA	48.833333333333336
gene-PA3073	9	6	0	0	1	0	host	gene-PA3073	2.6666666666666665
gene-PA1688	12	28	0	1	0	0	host	gene-PA1688	6.833333333333333
gene-PA2475	4	0	1	0	0	0	host	gene-PA2475	0.8333333333333334
gene-PA0093	27	9	0	0	2	2	host	gene-PA0093	6.666666666666667
gene-PA1214	9	5	1	0	0	0	host	gene-PA1214	2.5
gene-PA2463	13	5	1	2	4	3	host	gene-PA2463	4.666666666666667
gene-PA0812	19	8	0	1	1	0	host	gene-PA0812	4.833333333333333
gene-PA2212	2	2	0	1	2	1	host	gene-PA2212	1.3333333333333333
gene-PA2531	4	4	0	0	0	0	host	gene-PA2531	1.3333333333333333
gene-PA3410	5	1	2	4	3	2	host	gene-PA3410	2.8333333333333335
gene-PHIKZ190	1	1	673	700	5749	5719	phage	gene-PHIKZ190	2140.5
gene-PA4703	3	1	0	0	0	0	host	gene-PA4703	0.6666666666666666
gene-PA0311	4	1	0	0	0	0	host	gene-PA0311	0.8333333333333334
gene-PA2112	3	3	0	0	0	0	host	gene-PA2112	1.0
gene-PA5481	9	2	5	3	2	1	host	gene-PA5481	3.6666666666666665
gene-PA1701	5	2	1	1	1	0	host	gene-PA1701	1.6666666666666667
gene-PA1853	6	11	1	1	1	0	host	gene-PA1853	3.3333333333333335
gene-PA0714	2	7	1	2	0	0	host	gene-PA0714	2.0
gene-PA2269	6	1	0	0	0	0	host	gene-PA2269	1.1666666666666667
gene-PA1320	2	9	0	0	0	1	host	cyoD	2.0
gene-PA0701a	4	7	45	28	28	20	host	gene-PA0701a	22.0
gene-PA4833	9	6	0	0	1	0	host	gene-PA4833	2.6666666666666665
gene-PHIKZ040	0	1	1506	1425	1352	1341	phage	gene-PHIKZ040	937.5
gene-PA2720	7	3	0	0	0	0	host	gene-PA2720	1.6666666666666667
gene-PA4818	24	9	1	0	0	0	host	gene-PA4818	5.666666666666667
gene-PA3951	8	5	0	0	0	0	host	gene-PA3951	2.1666666666666665
gene-PA4801	0	2	1	0	2	1	host	gene-PA4801	1.0
gene-PA1669	16	14	0	1	1	1	host	gene-PA1669	5.5
gene-PA2832	0	2	2	0	0	0	host	tpm	0.6666666666666666
gene-PA4282	13	14	167	162	195	208	host	gene-PA4282	126.5
gene-PA1825	4	5	0	0	1	0	host	gene-PA1825	1.6666666666666667
gene-PA3963a	9	8	1	2	0	0	host	gene-PA3963a	3.3333333333333335
gene-PA1277	8	17	1	2	0	3	host	cobQ	5.166666666666667
gene-PA0208	27	9	0	0	0	1	host	mdcA	6.166666666666667
gene-PA4936	13	4	0	0	3	3	host	gene-PA4936	3.8333333333333335
gene-PHIKZ171	3	6	5686	6088	3470	4131	phage	gene-PHIKZ171	3230.6666666666665
gene-PA0450	21	10	0	0	1	1	host	gene-PA0450	5.5
gene-PA0475	8	3	0	0	0	0	host	gene-PA0475	1.8333333333333333
gene-PA1917	3	0	0	0	1	1	host	gene-PA1917	0.8333333333333334
gene-PA5426	7	18	22	20	14	13	host	purE	15.666666666666666
gene-PA1127	11	7	0	0	0	0	host	gene-PA1127	3.0
gene-PA0943	18	47	52	50	42	44	host	gene-PA0943	42.166666666666664
gene-PA1383	11	12	6	5	6	6	host	gene-PA1383	7.666666666666667
gene-PA0205	17	12	2	2	2	2	host	gene-PA0205	6.166666666666667
gene-PA0788a	2	2	0	0	0	0	host	gene-PA0788a	0.6666666666666666
gene-PA1184	7	4	0	0	0	0	host	gene-PA1184	1.8333333333333333
gene-PA1748	5	9	0	0	1	2	host	gene-PA1748	2.8333333333333335
gene-PA1148	3	3	0	0	0	2	host	toxA	1.3333333333333333
gene-PA4870	5	2	0	0	1	1	host	gene-PA4870	1.5
gene-PA3037	7	2	2	0	0	0	host	gene-PA3037	1.8333333333333333
gene-PA4318	5	6	4	0	1	0	host	gene-PA4318	2.6666666666666665
gene-PA3725	19	17	0	1	0	3	host	recJ	6.666666666666667
gene-PHIKZ084	0	2	477	471	34186	34086	phage	gene-PHIKZ084	11537.0
gene-PA2469	5	7	0	0	2	3	host	gene-PA2469	2.8333333333333335
gene-PA1185	5	3	0	0	0	0	host	gene-PA1185	1.3333333333333333
gene-PA3087	4	12	0	0	0	0	host	gene-PA3087	2.6666666666666665
gene-PA1649	2	1	0	0	0	0	host	gene-PA1649	0.5
gene-PA5271	1	7	0	0	7	5	host	gene-PA5271	3.3333333333333335
gene-PA3336	6	3	0	0	0	1	host	gene-PA3336	1.6666666666666667
gene-PA0782	34	75	10	3	13	14	host	putA	24.833333333333332
gene-PA5109	9	21	0	0	0	0	host	gene-PA5109	5.0
gene-PA3061	12	5	0	0	1	1	host	pelD	3.1666666666666665
gene-PA3685	8	32	0	0	1	0	host	gene-PA3685	6.833333333333333
gene-PA2981	10	15	1	0	0	1	host	lpxK	4.5
gene-PA2684	9	15	0	1	2	0	host	gene-PA2684	4.5
gene-PHIKZ142	0	2	172	175	10529	10369	phage	gene-PHIKZ142	3541.1666666666665
gene-PA2755	2	13	0	0	1	1	host	eco	2.8333333333333335
gene-PA3056	4	5	0	0	0	1	host	gene-PA3056	1.6666666666666667
gene-PA2149	5	1	0	0	0	1	host	gene-PA2149	1.1666666666666667
gene-PA0410	9	18	0	1	0	0	host	pilI	4.666666666666667
gene-PA2836	7	5	0	0	1	0	host	gene-PA2836	2.1666666666666665
gene-PA0153	12	8	1	1	2	2	host	pcaH	4.333333333333333
gene-PA2811	7	7	1	0	2	2	host	gene-PA2811	3.1666666666666665
gene-PA3700	19	72	17	15	9	10	host	lysS	23.666666666666668
gene-PA1695	13	16	1	1	0	2	host	pscP	5.5
gene-PA4639	14	24	3	1	5	4	host	gene-PA4639	8.5
gene-PA4045	9	15	1	0	0	0	host	gene-PA4045	4.166666666666667
gene-PA2630	7	13	2	2	0	1	host	gene-PA2630	4.166666666666667
gene-PA4598	31	13	0	0	4	2	host	mexD	8.333333333333334
gene-PA0729.1	73	500	0	0	1	2	host	gene-PA0729.1	96.0
gene-PA1571	6	19	1	1	0	0	host	gene-PA1571	4.5
gene-PA5036	73	89	15	8	27	21	host	gltB	38.833333333333336
gene-PA2235	8	14	4	1	2	1	host	pslE	5.0
gene-PA0236	9	7	0	0	0	1	host	gene-PA0236	2.8333333333333335
gene-PA4472	13	6	0	0	0	0	host	pmbA	3.1666666666666665
gene-PA2550	6	6	0	0	0	1	host	gene-PA2550	2.1666666666666665
gene-PA3831	12	21	2	2	2	2	host	pepA	6.833333333333333
gene-PA0385	14	12	1	2	1	1	host	gene-PA0385	5.166666666666667
gene-PA3870	4	0	0	0	0	0	host	moaA1	0.6666666666666666
gene-PA0944	13	14	0	0	2	2	host	purN	5.166666666666667
gene-PA0613	2	1	1	1	3	0	host	gene-PA0613	1.3333333333333333
gene-PA1462	9	20	1	0	2	1	host	gene-PA1462	5.5
gene-PA4787	9	17	0	0	0	0	host	gene-PA4787	4.333333333333333
gene-PA1574	4	10	1	1	0	0	host	gene-PA1574	2.6666666666666665
gene-PA0080	3	6	2	4	6	7	host	gene-PA0080	4.666666666666667
gene-PA1840	4	6	0	0	0	2	host	gene-PA1840	2.0
gene-PA4234	31	45	49	61	75	85	host	uvrA	57.666666666666664
gene-PA5376	6	5	2	6	5	8	host	gene-PA5376	5.333333333333333
gene-PA0066	10	5	1	0	0	0	host	gene-PA0066	2.6666666666666665
gene-PA2793	5	5	0	1	0	1	host	gene-PA2793	2.0
gene-PA3633	4	7	0	1	0	0	host	ygbP	2.0
gene-PA1865	8	4	0	1	1	1	host	gene-PA1865	2.5
gene-PA4345	4	2	4	1	2	3	host	gene-PA4345	2.6666666666666665
gene-PA5382	3	3	0	0	1	2	host	gene-PA5382	1.5
gene-PA5406	15	54	4	3	1	1	host	gene-PA5406	13.0
gene-PA4009	14	6	0	0	5	4	host	gene-PA4009	4.833333333333333
gene-PA1120	8	6	4	2	2	1	host	tpbB	3.8333333333333335
gene-PA4202	5	4	0	0	0	0	host	gene-PA4202	1.5
gene-PA5360	8	7	4	4	5	5	host	phoB	5.5
gene-PHIKZ290	1	1	2741	2751	2040	2034	phage	gene-PHIKZ290	1594.6666666666667
gene-PA0349	11	3	3	0	1	0	host	gene-PA0349	3.0
gene-PA3769	17	55	27	42	26	27	host	guaA	32.333333333333336
gene-PA4795	5	4	0	0	0	0	host	gene-PA4795	1.5
gene-PA0051	23	7	0	0	1	1	host	phzH	5.333333333333333
gene-PA3520	1	1	0	2	0	0	host	gene-PA3520	0.6666666666666666
gene-PA1670	6	1	0	0	0	0	host	stp1	1.1666666666666667
gene-PA3045	6	2	1	0	0	0	host	gene-PA3045	1.5
gene-PA0785	8	4	0	0	0	0	host	azoR1	2.0
gene-PA2119	10	5	0	0	0	0	host	gene-PA2119	2.5
gene-PA4728	13	5	0	1	0	3	host	folK	3.6666666666666665
gene-PA0105	24	9	0	0	0	0	host	coxB	5.5
gene-PA4514	21	14	12	13	9	11	host	gene-PA4514	13.333333333333334
gene-PA5160	30	10	1	0	3	2	host	gene-PA5160	7.666666666666667
gene-PA5118	44	97	2	2	6	4	host	thiI	25.833333333333332
gene-PA0982	5	4	2	2	5	8	host	gene-PA0982	4.333333333333333
gene-PA2337	4	4	0	0	0	0	host	mtlR	1.3333333333333333
gene-PA1924	2	2	0	0	0	0	host	gene-PA1924	0.6666666666666666
gene-PA4538	12	9	1	1	2	1	host	ndh	4.333333333333333
gene-PA1592	3	4	1	0	3	1	host	gene-PA1592	2.0
gene-PA2225	1	0	0	0	0	0	host	gene-PA2225	0.16666666666666666
gene-PA3075	25	11	0	0	0	0	host	gene-PA3075	6.0
gene-PA5019	8	16	0	0	0	0	host	gene-PA5019	4.0
gene-PA2289	15	15	1	0	6	19	host	gene-PA2289	9.333333333333334
gene-PA4748	52	313	28	29	53	61	host	tpiA	89.33333333333333
gene-PHIKZ096	2	2	1071	1065	85155	84190	phage	gene-PHIKZ096	28580.833333333332
gene-PA0005	16	20	0	4	2	5	host	lptA	7.833333333333333
gene-PA1451	16	6	0	0	0	0	host	gene-PA1451	3.6666666666666665
gene-PA5046	36	108	7	7	5	5	host	gene-PA5046	28.0
gene-PA2923	5	2	0	0	0	0	host	hisJ	1.1666666666666667
gene-PA1224	3	3	0	0	0	1	host	gene-PA1224	1.1666666666666667
gene-PA1068	11	10	1	0	2	2	host	gene-PA1068	4.333333333333333
gene-PA0747	12	9	0	0	0	0	host	gene-PA0747	3.5
gene-PA2643	9	15	4	6	4	3	host	nuoH	6.833333333333333
gene-PA1976	13	5	0	0	0	0	host	ercS'	3.0
gene-PA2078	6	5	0	0	3	0	host	gene-PA2078	2.3333333333333335
gene-PA2216	3	1	0	0	0	0	host	gene-PA2216	0.6666666666666666
gene-PA1770	33	78	33	33	50	49	host	ppsA	46.0
gene-PA1572	13	6	1	3	0	1	host	gene-PA1572	4.0
gene-PHIKZ081	4	1	3845	3650	150193	147323	phage	gene-PHIKZ081	50836.0
gene-PA3267	14	18	7	6	10	6	host	gene-PA3267	10.166666666666666
gene-PA1513	6	4	4	4	1	0	host	gene-PA1513	3.1666666666666665
gene-PA0561	16	18	21	18	11	9	host	gene-PA0561	15.5
gene-PA0484	5	1	0	0	0	0	host	gene-PA0484	1.0
gene-PA3661	6	3	1	2	2	3	host	gene-PA3661	2.8333333333333335
gene-PA3834	32	60	12	4	12	11	host	valS	21.833333333333332
gene-PA1832	11	9	1	0	2	3	host	gene-PA1832	4.333333333333333
gene-PA4796	6	5	7	9	6	8	host	gene-PA4796	6.833333333333333
gene-PA1003	8	4	2	3	2	0	host	mvfR	3.1666666666666665
gene-PA1166	3	1	0	1	0	1	host	gene-PA1166	1.0
gene-PA3961	20	16	1	2	0	0	host	gene-PA3961	6.5
gene-PA2293	4	1	0	0	0	0	host	gene-PA2293	0.8333333333333334
gene-PA5352	1	1	0	1	0	0	host	gene-PA5352	0.5
gene-PA0694	3	0	4	1	1	2	host	exbD2	1.8333333333333333
gene-PA3355	14	7	0	0	0	1	host	gene-PA3355	3.6666666666666665
gene-PA5195	4	4	0	0	1	3	host	gene-PA5195	2.0
gene-PA0756	5	5	0	0	1	1	host	gene-PA0756	2.0
gene-PA3259	5	7	0	0	0	0	host	gene-PA3259	2.0
gene-PA4321	16	10	2	0	2	4	host	gene-PA4321	5.666666666666667
gene-PA0009	16	11	7	8	15	14	host	glyQ	11.833333333333334
gene-PA5433	8	4	0	0	0	0	host	gene-PA5433	2.0
gene-PHIKZ143	0	0	650	619	52669	50360	phage	gene-PHIKZ143	17383.0
gene-PA1199	8	47	0	0	0	0	host	gene-PA1199	9.166666666666666
gene-PA1429	14	5	0	0	1	1	host	gene-PA1429	3.5
gene-PA4601	41	53	5	1	7	5	host	morA	18.666666666666668
gene-PA5440a	1	4	0	0	0	0	host	gene-PA5440a	0.8333333333333334
gene-PA0195.1	3	1	0	1	2	1	host	pntAB	1.3333333333333333
gene-PA4655	8	8	9	1	6	6	host	hemH	6.333333333333333
gene-PA1534	4	6	0	0	0	0	host	recR	1.6666666666666667
gene-PA4529	11	15	0	0	0	0	host	coaE	4.333333333333333
gene-PA3877	11	4	0	0	1	0	host	narK1	2.6666666666666665
gene-PA3262	8	64	7	7	6	7	host	gene-PA3262	16.5
gene-PA0109	5	0	0	0	0	0	host	gene-PA0109	0.8333333333333334
gene-PA4414	20	33	0	0	0	0	host	murD	8.833333333333334
gene-PA4846	24	77	17	16	8	10	host	aroQ1	25.333333333333332
gene-PA3114	6	5	0	1	1	0	host	truA	2.1666666666666665
gene-PA5286	11	37	4	1	2	1	host	gene-PA5286	9.333333333333334
gene-PA0836	11	2	0	0	1	2	host	ackA	2.6666666666666665
gene-PA2562	5	3	1	3	1	4	host	gene-PA2562	2.8333333333333335
gene-PA3188	3	6	2	1	1	0	host	gene-PA3188	2.1666666666666665
gene-PA2182	0	0	0	0	1	1	host	gene-PA2182	0.3333333333333333
gene-PA0300	29	26	54	48	42	37	host	spuD	39.333333333333336
gene-PA1060	5	6	0	1	0	1	host	gene-PA1060	2.1666666666666665
gene-PA4968	12	32	2	2	3	2	host	gene-PA4968	8.833333333333334
gene-PA3983	10	23	5	4	2	1	host	gene-PA3983	7.5
gene-PA1742	4	11	0	0	1	2	host	gene-PA1742	3.0
gene-PA2505	8	2	10	11	5	4	host	opdT	6.666666666666667
gene-PA1436	12	7	1	0	5	6	host	gene-PA1436	5.166666666666667
gene-PA0909	2	0	1	1	0	0	host	gene-PA0909	0.6666666666666666
gene-PA2104	7	5	2	2	1	2	host	gene-PA2104	3.1666666666666665
gene-PA2342	4	3	0	0	0	2	host	mtlD	1.5
gene-PA1428	0	0	0	0	1	0	host	gene-PA1428	0.16666666666666666
gene-PA0678	1	0	3	0	3	6	host	gene-PA0678	2.1666666666666665
gene-PA2987	3	18	0	0	1	1	host	gene-PA2987	3.8333333333333335
gene-PA2485	4	1	1	1	4	5	host	gene-PA2485	2.6666666666666665
gene-PA0933	5	12	0	0	2	2	host	ygcA	3.5
gene-PA3953	6	3	0	0	0	0	host	gene-PA3953	1.5
gene-PA3219	5	0	0	0	1	1	host	gene-PA3219	1.1666666666666667
gene-PA0382	10	25	0	0	0	0	host	micA	5.833333333333333
